timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,symbol,range,change
2026-02-07 11:00:00,0.3301,0.3316,0.3275,0.328,1596486.6,1770465599999,526131.47565,6538,917270.7,302331.1016200,0,PROVEUSDT,0.0040999999999999925,-0.64
2026-02-07 12:00:00,0.328,0.337,0.327,0.3356,3996332.4,1770469199999,1328011.85822,12880,2313871.6,768863.9963600,0,PROVEUSDT,0.010000000000000009,2.32
2026-02-07 13:00:00,0.3357,0.3379,0.3334,0.3359,2049113.8,1770472799999,688031.91732,9506,1266880.5,425507.9613700,0,PROVEUSDT,0.004500000000000004,0.06
2026-02-07 14:00:00,0.336,0.3367,0.328,0.33,1903558.5,1770476399999,631955.41107,8765,669555.8,222260.6232200,0,PROVEUSDT,0.008699999999999986,-1.79
2026-02-07 15:00:00,0.33,0.3342,0.3294,0.3338,1519229.0,1770479999999,504401.18015,7468,797918.0,265005.1362400,0,PROVEUSDT,0.004799999999999971,1.15
2026-02-07 16:00:00,0.3338,0.3381,0.3308,0.3344,3990168.3,1770483599999,1335985.93742,12628,1913074.4,640696.0036800,0,PROVEUSDT,0.007300000000000029,0.18
2026-02-07 17:00:00,0.3344,0.3391,0.3334,0.3388,1101520.5,1770487199999,370878.63998,5497,636387.7,214293.2254200,0,PROVEUSDT,0.005700000000000038,1.32
2026-02-07 18:00:00,0.3387,0.3478,0.3381,0.3458,3243515.4,1770490799999,1116234.91592,9844,1826895.6,628734.9511200,0,PROVEUSDT,0.009699999999999986,2.1
2026-02-07 19:00:00,0.3457,0.3502,0.3446,0.349,2774776.9,1770494399999,964667.44251,9425,1466402.5,509851.5261600,0,PROVEUSDT,0.005599999999999994,0.95
2026-02-07 20:00:00,0.3489,0.354,0.3482,0.354,1340475.0,1770497999999,469776.40826,6627,633812.2,222200.6325100,0,PROVEUSDT,0.005799999999999972,1.46
2026-02-07 21:00:00,0.354,0.3575,0.3526,0.3532,1457050.1,1770501599999,517140.83949,8145,522735.0,185606.1744000,0,PROVEUSDT,0.00489999999999996,-0.23
2026-02-07 22:00:00,0.353,0.3532,0.3455,0.3459,1092651.2,1770505199999,381309.86574,5135,240474.3,83946.1471900,0,PROVEUSDT,0.00770000000000004,-2.01
2026-02-07 23:00:00,0.3459,0.3469,0.3425,0.3444,1464099.1,1770508799999,504531.22816,6786,569513.5,196396.0154900,0,PROVEUSDT,0.0043999999999999595,-0.43
2026-02-08 00:00:00,0.3444,0.3444,0.332,0.3327,2670454.0,1770512399999,900230.55417,10126,989097.1,333505.8003100,0,PROVEUSDT,0.012399999999999967,-3.4
2026-02-08 01:00:00,0.3327,0.3349,0.332,0.3331,696805.9,1770515999999,232247.89993,4386,339290.1,113095.6649200,0,PROVEUSDT,0.002899999999999958,0.12
2026-02-08 02:00:00,0.3331,0.3333,0.3268,0.3282,1219526.8,1770519599999,401996.84114,5342,511406.6,168504.3905400,0,PROVEUSDT,0.006500000000000006,-1.47
2026-02-08 03:00:00,0.3282,0.3291,0.3265,0.3275,561382.7,1770523199999,183947.98787,3943,306770.0,100529.8188400,0,PROVEUSDT,0.002599999999999991,-0.21
2026-02-08 04:00:00,0.3275,0.3279,0.3243,0.3255,739466.3,1770526799999,241068.4467,4675,388379.8,126621.1350900,0,PROVEUSDT,0.0036000000000000476,-0.61
2026-02-08 05:00:00,0.3255,0.3255,0.3227,0.3228,687593.1,1770530399999,222810.88682,4060,301016.7,97583.4426000,0,PROVEUSDT,0.0028000000000000247,-0.83
