SYMBOL,TIMESTAMP,TYPE,PRICE,RSI,SMA200,ATR,REASON,PROFIT
GC=F,2023-09-21 00:00,WAIT,1919.2000,47.8,0,0,NO_SIGNAL: RSI=47.8 | SMA200=1920.22,
GC=F,2023-09-22 00:00,WAIT,1925.4000,50.6,0,0,NO_SIGNAL: RSI=50.6 | SMA200=1921.01,
GC=F,2023-09-25 00:00,WAIT,1916.6000,46.8,0,0,NO_SIGNAL: RSI=46.8 | SMA200=1921.74,
GC=F,2023-09-26 00:00,WAIT,1900.4000,40.7,0,0,NO_SIGNAL: RSI=40.7 | SMA200=1922.32,
GC=F,2023-09-27 00:00,WAIT,1871.6000,32.7,0,0,NO_SIGNAL: RSI=32.7 | SMA200=1922.73,
GC=F,2023-09-28 00:00,WAIT,1860.4000,30.1,0,0,NO_SIGNAL: RSI=30.1 | SMA200=1923.04,
GC=F,2023-09-29 00:00,WAIT,1848.1000,27.6,0,0,NO_SIGNAL: RSI=27.6 | SMA200=1923.38,
GC=F,2023-10-02 00:00,WAIT,1830.0000,24.4,0,0,NO_SIGNAL: RSI=24.4 | SMA200=1923.46,
GC=F,2023-10-03 00:00,WAIT,1824.6000,23.5,0,0,NO_SIGNAL: RSI=23.5 | SMA200=1923.55,
GC=F,2023-10-04 00:00,WAIT,1818.5000,22.5,0,0,NO_SIGNAL: RSI=22.5 | SMA200=1923.75,
GC=F,2023-10-05 00:00,WAIT,1816.6000,22.2,0,0,NO_SIGNAL: RSI=22.2 | SMA200=1923.89,
GC=F,2023-10-06 00:00,WAIT,1830.2000,29.8,0,0,NO_SIGNAL: RSI=29.8 | SMA200=1924.10,
GC=F,2023-10-09 00:00,WAIT,1849.5000,38.8,0,0,NO_SIGNAL: RSI=38.8 | SMA200=1924.27,
GC=F,2023-10-10 00:00,WAIT,1861.0000,43.5,0,0,NO_SIGNAL: RSI=43.5 | SMA200=1924.49,
GC=F,2023-10-11 00:00,WAIT,1872.8000,47.9,0,0,NO_SIGNAL: RSI=47.9 | SMA200=1924.92,
GC=F,2023-10-12 00:00,WAIT,1869.3000,46.7,0,0,NO_SIGNAL: RSI=46.7 | SMA200=1925.29,
GC=F,2023-10-13 00:00,WAIT,1927.4000,62.8,0,0,NO_SIGNAL: RSI=62.8 | SMA200=1925.85,
GC=F,2023-10-16 00:00,WAIT,1921.1000,60.7,0,0,NO_SIGNAL: RSI=60.7 | SMA200=1926.42,
GC=F,2023-10-17 00:00,WAIT,1922.7000,61.1,0,0,NO_SIGNAL: RSI=61.1 | SMA200=1926.93,
GC=F,2023-10-18 00:00,WAIT,1955.3000,67.6,0,0,NO_SIGNAL: RSI=67.6 | SMA200=1927.61,
GC=F,2023-10-19 00:00,WAIT,1968.4000,69.8,0,0,NO_SIGNAL: RSI=69.8 | SMA200=1928.26,
GC=F,2023-10-20 00:00,WAIT,1982.5000,72.0,0,0,NO_SIGNAL: RSI=72.0 | SMA200=1928.90,
GC=F,2023-10-23 00:00,WAIT,1976.3000,69.6,0,0,NO_SIGNAL: RSI=69.6 | SMA200=1929.61,
GC=F,2023-10-24 00:00,WAIT,1975.0000,69.1,0,0,NO_SIGNAL: RSI=69.1 | SMA200=1930.17,
GC=F,2023-10-25 00:00,WAIT,1984.1000,70.8,0,0,NO_SIGNAL: RSI=70.8 | SMA200=1930.72,
GC=F,2023-10-26 00:00,WAIT,1987.2000,71.3,0,0,NO_SIGNAL: RSI=71.3 | SMA200=1931.30,
GC=F,2023-10-27 00:00,WAIT,1988.6000,71.6,0,0,NO_SIGNAL: RSI=71.6 | SMA200=1931.87,
GC=F,2023-10-30 00:00,WAIT,1996.2000,73.1,0,0,NO_SIGNAL: RSI=73.1 | SMA200=1932.37,
GC=F,2023-10-31 00:00,WAIT,1985.2000,67.6,0,0,NO_SIGNAL: RSI=67.6 | SMA200=1932.71,
GC=F,2023-11-01 00:00,WAIT,1978.8000,64.6,0,0,NO_SIGNAL: RSI=64.6 | SMA200=1933.07,
GC=F,2023-11-02 00:00,WAIT,1985.6000,66.3,0,0,NO_SIGNAL: RSI=66.3 | SMA200=1933.47,
GC=F,2023-11-03 00:00,WAIT,1991.5000,67.8,0,0,NO_SIGNAL: RSI=67.8 | SMA200=1933.82,
GC=F,2023-11-06 00:00,WAIT,1981.6000,62.9,0,0,NO_SIGNAL: RSI=62.9 | SMA200=1934.10,
GC=F,2023-11-07 00:00,WAIT,1966.8000,56.3,0,0,NO_SIGNAL: RSI=56.3 | SMA200=1934.29,
GC=F,2023-11-08 00:00,WAIT,1951.5000,50.4,0,0,NO_SIGNAL: RSI=50.4 | SMA200=1934.38,
GC=F,2023-11-09 00:00,WAIT,1964.2000,54.7,0,0,NO_SIGNAL: RSI=54.7 | SMA200=1934.50,
GC=F,2023-11-10 00:00,BUY,1932.6000,0.0,0,14.1286,RSI0+CONFIRM,
GC=F,2023-11-13 00:00,WAIT,1945.5000,48.7,0,0,NO_SIGNAL: RSI=48.7 | SMA200=1934.60,
GC=F,2023-11-14 00:00,WAIT,1961.8000,53.5,0,0,NO_SIGNAL: RSI=53.5 | SMA200=1934.79,
GC=F,2023-11-15 00:00,WAIT,1960.1000,52.9,0,0,NO_SIGNAL: RSI=52.9 | SMA200=1934.95,
GC=F,2023-11-16 00:00,WAIT,1983.9000,59.3,0,0,NO_SIGNAL: RSI=59.3 | SMA200=1935.23,
GC=F,2023-11-17 00:00,WAIT,1981.6000,58.5,0,0,NO_SIGNAL: RSI=58.5 | SMA200=1935.55,
GC=F,2023-11-20 00:00,WAIT,1977.7000,57.0,0,0,NO_SIGNAL: RSI=57.0 | SMA200=1936.13,
GC=F,2023-11-21 00:00,WAIT,1999.3000,62.5,0,0,NO_SIGNAL: RSI=62.5 | SMA200=1936.79,
GC=F,2023-11-22 00:00,WAIT,1991.4000,59.5,0,0,NO_SIGNAL: RSI=59.5 | SMA200=1937.39,
GC=F,2023-11-24 00:00,WAIT,2002.2000,62.2,0,0,NO_SIGNAL: RSI=62.2 | SMA200=1938.02,
GC=F,2023-11-27 00:00,WAIT,2011.8000,64.5,0,0,NO_SIGNAL: RSI=64.5 | SMA200=1938.74,
GC=F,2023-11-28 00:00,WAIT,2039.7000,70.0,0,0,NO_SIGNAL: RSI=70.0 | SMA200=1939.63,
GC=F,2023-11-29 00:00,WAIT,2047.1000,71.3,0,0,NO_SIGNAL: RSI=71.3 | SMA200=1940.60,
GC=F,2023-11-30 00:00,WAIT,2038.1000,67.5,0,0,NO_SIGNAL: RSI=67.5 | SMA200=1941.52,
GC=F,2023-12-01 00:00,WAIT,2071.0000,73.2,0,0,NO_SIGNAL: RSI=73.2 | SMA200=1942.71,
